232,3,146,5,94,4,24,8,22,1,1,1,0,0,1,0,1,1,0,8080,146,3
163,3,77,5,47,6,12,4,22,1,1,0,0,0,1,0,1,1,0,8080,77,3
82,1,0,0,0,0,0,0,14,0,4,0,0,0,0,1,1,0,0,8080,0,3
208,3,118,5,76,7,11,8,26,1,1,0,1,0,1,0,1,1,0,8080,118,3
159,3,69,5,50,1,9,3,26,1,1,0,1,0,1,0,1,1,0,8080,69,3
154,3,63,5,47,7,9,0,26,1,1,0,1,0,1,0,1,1,0,8080,63,3
101,3,5,1,3,1,1,0,31,1,1,0,0,0,1,0,1,1,0,8080,5,3
99,3,12,1,8,0,1,1,22,1,1,0,0,0,1,0,1,1,0,8080,12,3
121,3,34,1,32,0,2,0,22,1,1,0,0,0,1,0,1,1,0,8080,34,3
121,5,0,0,0,0,0,0,50,0,2,0,0,0,0,1,1,0,0,8080,0,3
192,3,106,3,43,10,11,14,21,1,1,0,0,0,1,0,1,1,0,8080,106,3
131,3,45,3,31,4,7,1,21,1,1,0,0,0,1,0,1,1,0,8080,45,3
129,3,43,3,32,4,7,0,21,1,1,0,0,0,1,0,1,1,0,8080,43,3
369,3,252,13,176,32,32,4,24,1,1,0,1,0,1,0,0,0,1,9090,252,3
413,3,324,13,204,46,32,14,24,1,1,0,1,0,1,0,1,1,0,8080,324,3
397,3,308,13,193,55,33,9,24,1,1,0,1,0,1,0,1,1,0,8080,308,3
343,3,254,13,177,32,33,4,24,1,1,0,1,0,1,0,1,1,0,8080,254,3
342,3,253,13,177,32,32,4,24,1,1,0,1,0,1,0,1,1,0,8080,253,3
82,1,0,0,0,0,0,0,14,0,3,0,0,1,0,0,1,0,0,8080,0,3
107,3,20,1,14,1,2,1,22,1,1,0,0,0,1,0,1,1,0,8080,20,3
105,3,18,1,15,1,2,0,22,1,1,0,0,0,1,0,1,1,0,8080,18,3
109,4,0,0,0,0,0,0,20,20,1,0,0,0,0,1,1,0,0,8080,0,3
77,1,0,0,0,0,0,0,11,0,1,0,0,0,0,1,1,0,0,8080,0,3
83,2,0,0,0,0,0,0,16,0,1,0,0,0,1,0,1,0,0,8080,0,3
94,3,0,0,0,0,0,0,25,1,1,0,0,0,0,1,1,0,0,8080,0,3
123,5,0,0,0,0,0,0,48,1,5,0,0,0,0,1,1,0,0,8080,0,3
92,4,0,0,0,0,0,0,22,1,1,0,0,0,0,1,1,0,0,8080,0,3
95,3,0,0,0,0,0,0,25,1,2,0,0,0,0,1,1,0,0,8080,0,3
486,3,398,13,258,40,40,20,23,1,1,0,1,0,1,0,1,1,0,8080,398,3
312,3,224,13,158,26,31,3,23,1,1,0,1,0,1,0,1,1,0,8080,224,3
325,3,237,13,162,32,31,4,23,1,1,0,1,0,1,0,1,1,0,8080,237,3
317,3,229,13,160,32,31,2,23,1,1,0,1,0,1,0,1,1,0,8080,229,3
84,2,0,0,0,0,0,0,15,0,3,0,0,0,0,1,1,0,0,8080,0,3
92,1,0,0,0,0,0,0,6,19,2,0,0,0,0,1,1,0,0,8080,0,3
223,3,136,5,85,4,14,11,22,1,1,0,0,0,1,0,1,1,0,8080,136,3
163,3,76,5,47,5,12,4,22,1,1,0,0,0,1,0,1,1,0,8080,76,3
161,3,74,5,48,5,12,3,22,1,1,0,0,0,1,0,1,1,0,8080,74,3
94,3,0,0,0,0,0,0,26,0,1,0,0,0,0,1,1,0,0,8080,0,3
181,3,63,5,47,7,9,0,26,1,1,0,1,0,1,0,0,0,1,9090,63,3
226,3,135,5,82,18,11,8,26,1,1,0,1,0,1,0,1,1,0,8080,135,3
162,3,71,5,52,1,9,3,26,1,1,0,1,0,1,0,1,1,0,8080,71,3
155,3,64,5,48,7,9,0,26,1,1,0,0,0,1,0,1,1,0,8080,64,3
92,2,0,0,0,0,0,0,6,20,0,0,0,0,0,1,1,0,0,8080,0,3
126,3,4,1,2,1,1,0,31,1,1,0,0,0,1,0,0,0,1,9090,4,3
104,3,8,1,3,1,1,1,31,1,1,0,0,0,1,0,1,1,0,8080,8,3
101,3,5,1,3,1,1,0,31,1,1,0,0,0,1,0,1,1,0,8080,5,3
104,3,0,0,0,0,0,0,34,1,2,0,0,0,0,1,1,0,0,8080,0,3
86,2,0,0,0,0,0,0,17,1,2,0,0,0,0,1,1,0,0,8080,0,3
200,3,113,1,74,11,4,8,22,1,1,0,0,0,1,0,1,1,0,8080,113,3
142,3,55,1,18,0,7,10,22,1,1,0,0,0,1,0,1,1,0,8080,55,3
121,3,34,1,32,0,2,0,22,1,1,0,0,0,1,0,1,1,0,8080,34,3
97,3,0,0,0,0,0,0,27,1,2,0,0,0,0,1,1,0,0,8080,0,3
83,2,0,0,0,0,0,0,16,0,1,0,0,0,0,1,1,0,0,8080,0,3
185,3,99,3,52,27,8,4,21,1,1,0,0,0,1,0,1,1,0,8080,99,3
127,3,41,3,28,5,5,1,21,1,1,0,0,0,1,0,1,1,0,8080,41,3
130,3,44,3,32,5,7,0,21,1,1,0,0,0,1,0,1,1,0,8080,44,3
104,3,0,0,0,0,0,0,16,20,1,0,0,0,0,1,1,0,0,8080,0,3
395,3,306,13,177,43,38,16,24,1,1,0,1,0,1,0,1,1,0,8080,306,3
343,3,254,13,168,37,34,5,24,1,1,0,1,0,1,0,1,1,0,8080,254,3
332,3,243,13,166,37,34,2,24,1,1,0,0,0,1,0,1,1,0,8080,243,3
170,3,83,1,44,12,3,8,22,1,1,0,0,0,1,0,1,1,0,8080,83,3
106,3,18,1,15,1,2,0,22,1,1,0,0,0,1,0,1,1,0,8080,18,3
118,4,0,0,0,0,0,0,26,20,3,0,0,0,0,1,1,0,0,8080,0,3
105,4,0,0,0,0,0,0,33,1,2,0,0,0,0,1,1,0,0,8080,0,3
369,3,280,13,177,49,33,7,23,1,1,0,1,0,1,0,1,1,0,8080,280,3
321,3,232,13,157,34,32,3,23,1,1,0,1,0,1,0,1,1,0,8080,232,3
323,3,234,13,158,35,32,3,23,1,1,0,1,0,1,0,1,1,0,8080,234,3
104,3,0,0,0,0,0,0,31,1,4,0,0,0,0,1,1,0,0,8080,0,3
84,2,0,0,0,0,0,0,16,0,1,0,0,0,1,0,1,0,0,8080,0,3
92,3,0,0,0,0,0,0,20,2,2,0,0,0,0,1,1,0,0,8080,0,3
90,3,0,0,0,0,0,0,21,0,1,0,0,0,0,1,1,0,0,8080,0,3
95,3,0,0,0,0,0,0,24,1,2,0,0,0,0,1,1,0,0,8080,0,3
